job_id,job_name,company_name,job_location,job_link,query
c98151a3e8efa51e,Revenue Data Analyst,Lexmark Research and Development Corporation,Cebu City,https://ph.indeed.com/viewjob?jk=c98151a3e8efa51e,data analyst
2121811fe0996123,Reporting Analyst,LanceSoft Inc,Mandaue,https://ph.indeed.com/viewjob?jk=2121811fe0996123,data analyst
b74a3e02b4bf98f9,Data Analyst,HawodTech Solutions,Cebu City,https://ph.indeed.com/viewjob?jk=b74a3e02b4bf98f9,data analyst
5d0e885bf83f8ea6,Order Management Process Analyst | Hybrid,Lexmark Research and Development Corporation,Cebu City,https://ph.indeed.com/viewjob?jk=5d0e885bf83f8ea6,data analyst
fbfdc81fe492bb58,Sales Analyst,Neovia Philippines Inc.,Mandaue,https://ph.indeed.com/viewjob?jk=fbfdc81fe492bb58,data analyst
31fc5ddcb3753e97,Business Support Analyst,NCR Atleos,Cebu City,https://ph.indeed.com/viewjob?jk=31fc5ddcb3753e97,data analyst
6464cbd40bef8abf,PROCESS OPTIMIZATION ANALYST,Qualfon Philippines Incorporated,Cebu City,https://ph.indeed.com/viewjob?jk=6464cbd40bef8abf,data analyst
a772d557c14b903c,ServiceNow IT Analyst,"Lexmark International, Inc.",Cebu,https://ph.indeed.com/viewjob?jk=a772d557c14b903c,data analyst
685ff42dad9a088c,Business Intelligence Developer,VSTECS Phils.,Cebu,https://ph.indeed.com/viewjob?jk=685ff42dad9a088c,data analyst
016cb5602fff7a3f,Quality Analyst,"Lexmark International, Inc.",Cebu,https://ph.indeed.com/viewjob?jk=016cb5602fff7a3f,data analyst
990b441b883f71f8,"Analyst, Governance Risk and Compliance",Dynata,Cebu,https://ph.indeed.com/viewjob?jk=990b441b883f71f8,data analyst
660b305acc306093,Business Analyst - Services | Hybrid,Lexmark Research and Development Corporation,Cebu City,https://ph.indeed.com/viewjob?jk=660b305acc306093,data analyst
858b6c4c2aff2276,"Data Analyst- Online Marketing (Remote, Philippines)",LegalMatch.com,Remote in Cebu City,https://ph.indeed.com/viewjob?jk=858b6c4c2aff2276,data analyst
3f842c30271902ea,Sourcing to Pay Business Analyst,"Lexmark International, Inc.",Cebu,https://ph.indeed.com/viewjob?jk=3f842c30271902ea,data analyst
8666371ee68b67c3,Management Reporting Analyst,QBE,Cebu,https://ph.indeed.com/viewjob?jk=8666371ee68b67c3,data analyst
0a191816c42d37b7,Data Scientist - Cebu,Reeracoen Philippines,Cebu City,https://ph.indeed.com/viewjob?jk=0a191816c42d37b7,data scientist
56b6c75475874328,Machine Learning Engineer,MinebeaMitsumi Cebu,Danao,https://ph.indeed.com/viewjob?jk=56b6c75475874328,data scientist
9a732c7a617b4546,Data Scientist (AI) - 45828,RCN PH NCareer,Cebu City,https://ph.indeed.com/viewjob?jk=9a732c7a617b4546,data scientist
b78e7a01cd65105c,"Analytics Manager, Workforce Managment",IntouchCX,6000,https://ph.indeed.com/viewjob?jk=b78e7a01cd65105c,data scientist
94b0b478eb85a2dd,DevOps Engineer - AWS,TradeTracker.com,Cebu City,https://ph.indeed.com/viewjob?jk=94b0b478eb85a2dd,data engineer
b29ab5b75a3ad830,Project Engineer/ Site Engineer for Cebu,"MC Geometric Proportions, Inc",Cebu City,https://ph.indeed.com/viewjob?jk=b29ab5b75a3ad830,data engineer
d1d13823235e0cc4,Data Engineer - Operations,Signant Health,Philippines,https://ph.indeed.com/viewjob?jk=d1d13823235e0cc4,data engineer
9632f2f4354e9fcb,AI Data Engineer,Kinettix,Cebu City,https://ph.indeed.com/viewjob?jk=9632f2f4354e9fcb,data engineer
718dfdd442b583d7,Engineer Tech. (HVAC) Danao City Cebu,Ros Corporation,Danao,https://ph.indeed.com/viewjob?jk=718dfdd442b583d7,data engineer
55a097b7e517fa30,Survey Technician (Geodetic Engineer) | US-Based Client,Tahche Outsourcing Services Inc.,Cebu City,https://ph.indeed.com/viewjob?jk=55a097b7e517fa30,data engineer
6c0ecbea7c8106f1,Corporate Planning Analyst,MinebeaMitsumi Cebu,Danao,https://ph.indeed.com/viewjob?jk=6c0ecbea7c8106f1,data engineer
